t v1 a1 v2 a2 v3 a3 v4 a4
1000 4.159 -1.88 4.188 -2.35 4.103 -0.39 4.207 -0.41
2000 4.159 -1.93 4.188 -2.45 4.103 -0.47 4.202 -0.41
3000 4.159 -1.93 4.188 -2.43 4.103 -0.37 4.202 -0.40
4000 4.155 -1.97 4.188 -2.43 4.103 -0.40 4.207 -0.43
5000 4.155 -1.86 4.188 -2.44 4.103 -0.29 4.207 -0.33
6000 4.155 -1.84 4.188 -2.44 4.103 -0.23 4.202 -0.36
7000 4.159 -1.74 4.188 -2.43 4.103 -0.22 4.207 -0.33
8000 4.155 -1.74 4.188 -2.39 4.103 -0.27 4.207 -0.38
9000 4.155 -1.82 4.188 -2.42 4.103 -0.21 4.202 -0.33
10000 4.159 -1.80 4.192 -2.41 4.103 -0.26 4.207 -0.43
11000 4.159 -1.79 4.183 -2.47 4.103 -0.22 4.207 -0.36
12000 4.159 -1.88 4.188 -2.52 4.103 -0.25 4.207 -0.43
13000 4.159 -1.86 4.188 -2.64 4.103 -0.23 4.207 -0.35
14000 4.159 -1.82 4.188 -2.47 4.103 -0.32 4.207 -0.32
15000 4.159 -1.89 4.188 -2.68 4.103 -0.24 4.207 -0.42
16000 4.159 -1.88 4.188 -2.51 4.103 -0.26 4.207 -0.40
17000 4.155 -1.82 4.188 -2.49 4.103 -0.31 4.202 -0.48
18000 4.159 -1.88 4.188 -2.43 4.103 -0.29 4.207 -0.36
19000 4.159 -1.87 4.188 -2.71 4.103 -0.16 4.207 -0.36
20000 4.155 -1.96 4.188 -2.59 4.103 -0.28 4.207 -0.41
21000 4.159 -1.88 4.188 -2.44 4.103 -0.32 4.207 -0.33
22000 4.155 -1.86 4.188 -2.44 4.103 -0.17 4.207 -0.38
23000 4.155 -1.85 4.188 -2.44 4.103 -0.27 4.207 -0.38
24000 4.159 -1.88 4.188 -2.43 4.103 -0.25 4.207 -0.35
25000 4.155 -1.91 4.188 -2.41 4.103 -0.29 4.202 -0.34
26000 4.155 -1.91 4.188 -2.47 4.103 -0.28 4.202 -0.23
27000 4.155 -1.82 4.188 -2.42 4.103 -0.31 4.207 -0.17
28000 4.159 -1.87 4.188 -2.47 4.098 -0.28 4.207 -0.21
29000 4.159 -1.86 4.183 -2.47 4.103 -0.28 4.207 -0.25
30000 4.159 -1.86 4.188 -2.44 4.103 -0.32 4.207 -0.23
31000 4.159 -1.84 4.183 -2.47 4.103 -0.35 4.207 -0.32
32000 4.155 -1.95 4.188 -2.48 4.103 -0.39 4.207 -0.35
33000 4.155 -1.87 4.188 -2.42 4.103 -0.39 4.207 -0.39
34000 4.159 -1.89 4.188 -2.44 4.103 -0.36 4.207 -0.33
35000 4.155 -1.93 4.188 -2.48 4.103 -0.39 4.207 -0.32
36000 4.159 -1.90 4.188 -2.47 4.103 -0.40 4.207 -0.40
37000 4.155 -1.89 4.188 -2.54 4.103 -0.40 4.207 -0.45
38000 4.159 -1.90 4.188 -2.52 4.103 -0.35 4.207 -0.28
39000 4.159 -2.78 4.188 -2.45 4.103 -0.05 4.207 -0.33
40000 4.159 -1.88 4.188 -2.44 4.103 -0.37 4.207 -0.48
41000 4.107 535.52 4.136 535.84 4.046 529.60 4.155 550.06
42000 4.107 534.02 4.136 534.82 4.046 528.91 4.155 549.55
43000 4.107 533.28 4.131 534.24 4.046 528.61 4.155 549.16
44000 4.103 533.05 4.131 534.00 4.046 528.26 4.150 548.69
45000 4.103 532.74 4.131 533.63 4.041 528.01 4.150 548.36
46000 4.103 532.70 4.131 533.50 4.041 527.73 4.150 548.10
47000 4.103 532.34 4.131 533.17 4.041 527.45 4.150 547.76
48000 4.103 532.01 4.131 532.93 4.041 527.27 4.145 547.69
49000 4.103 531.81 4.126 532.72 4.046 527.20 4.150 547.45
50000 4.103 531.57 4.126 532.61 4.041 527.08 4.145 547.20
51000 4.103 531.32 4.126 532.27 4.041 526.97 4.145 547.10
52000 4.103 531.31 4.126 532.28 4.041 526.77 4.145 546.91
53000 4.103 531.20 4.126 532.07 4.041 526.76 4.145 546.69
54000 4.098 530.91 4.126 531.98 4.041 526.67 4.145 546.68
55000 4.093 530.80 4.126 531.77 4.041 526.58 4.150 546.55
56000 4.098 530.66 4.126 531.71 4.041 526.41 4.145 546.39
57000 4.098 530.54 4.122 531.54 4.041 526.31 4.145 546.28
58000 4.098 530.49 4.122 531.51 4.041 526.20 4.145 546.09
59000 4.093 530.39 4.122 531.29 4.041 526.07 4.140 545.97
60000 4.093 530.05 4.122 531.13 4.036 525.96 4.145 545.93
61000 4.093 529.94 4.122 530.96 4.041 525.92 4.140 545.82
62000 4.098 529.92 4.122 530.84 4.036 525.76 4.140 545.71
63000 4.093 529.74 4.122 530.77 4.036 525.73 4.140 545.66
64000 4.093 529.77 4.122 530.76 4.036 525.55 4.140 545.38
65000 4.093 529.60 4.122 530.63 4.036 525.54 4.140 545.28
66000 4.093 529.39 4.122 530.45 4.036 525.48 4.140 545.30
67000 4.093 529.31 4.117 530.42 4.036 525.41 4.140 545.16
68000 4.093 529.24 4.117 530.38 4.036 525.33 4.140 545.03
69000 4.088 529.01 4.122 530.21 4.036 525.29 4.140 544.98
70000 4.093 529.14 4.122 530.16 4.036 525.20 4.136 544.76
71000 4.093 529.03 4.122 530.09 4.036 525.15 4.140 544.63
72000 4.093 528.73 4.122 529.89 4.032 525.02 4.136 544.70
73000 4.088 528.70 4.122 529.85 4.036 525.00 4.136 544.51
74000 4.088 528.58 4.117 529.78 4.032 524.94 4.136 544.54
75000 4.088 528.43 4.117 529.59 4.036 524.88 4.140 544.43
76000 4.088 528.55 4.117 529.57 4.036 524.76 4.136 544.29
77000 4.088 528.53 4.117 529.44 4.032 524.78 4.136 544.13
78000 4.088 528.18 4.117 529.44 4.032 524.63 4.136 544.22
79000 4.088 528.06 4.117 529.34 4.032 524.56 4.136 544.18
80000 4.088 528.05 4.117 529.26 4.032 524.44 4.136 543.97
81000 4.088 527.92 4.117 529.15 4.032 524.37 4.136 543.86
82000 4.088 528.09 4.117 529.13 4.036 524.29 4.131 543.76
83000 4.088 527.99 4.112 529.05 4.032 524.25 4.136 543.63
84000 4.084 527.78 4.117 528.96 4.036 524.13 4.136 543.64
85000 4.088 527.57 4.112 528.83 4.036 524.11 4.136 543.58
86000 4.088 527.58 4.112 528.82 4.036 524.02 4.131 543.44
87000 4.088 527.53 4.112 528.71 4.032 523.98 4.131 543.35
88000 4.088 527.58 4.112 528.74 4.032 523.92 4.136 543.22
89000 4.084 527.62 4.112 528.67 4.032 523.82 4.131 543.18
90000 4.084 527.34 4.117 528.46 4.032 523.77 4.131 543.16
91000 4.084 527.31 4.112 528.46 4.032 523.71 4.131 543.12
92000 4.084 527.18 4.112 528.38 4.032 523.70 4.131 542.88
93000 4.084 527.03 4.112 528.27 4.032 523.66 4.131 542.83
94000 4.084 527.12 4.112 528.28 4.032 523.63 4.126 542.75
95000 4.084 527.04 4.112 528.15 4.032 523.56 4.131 542.63
96000 4.084 526.79 4.112 528.07 4.032 523.51 4.131 542.71
97000 4.084 526.65 4.112 527.89 4.032 523.44 4.131 542.74
98000 4.084 526.71 4.112 527.99 4.027 523.38 4.126 542.59
99000 4.084 526.66 4.112 527.87 4.027 523.41 4.131 542.51
100000 4.084 526.65 4.112 527.75 4.027 523.29 4.126 542.41
101000 4.088 526.65 4.112 527.68 4.027 523.32 4.126 542.30
102000 4.084 526.37 4.112 527.63 4.027 523.20 4.131 542.35
103000 4.084 526.26 4.112 527.53 4.027 523.20 4.126 542.23
104000 4.084 526.33 4.112 527.52 4.027 523.10 4.131 542.16
105000 4.084 526.24 4.107 527.46 4.027 523.04 4.126 542.13
106000 4.084 526.24 4.112 527.31 4.027 522.92 4.126 541.96
107000 4.084 526.30 4.107 527.28 4.027 523.08 4.122 541.91
108000 4.084 526.09 4.107 527.22 4.027 522.91 4.126 541.94
109000 4.084 525.94 4.112 527.20 4.027 522.82 4.126 541.87
110000 4.084 525.89 4.107 527.17 4.027 522.85 4.126 541.71
111000 4.084 525.89 4.107 527.07 4.027 522.66 4.131 541.69
112000 4.084 525.95 4.107 527.03 4.027 522.64 4.126 541.55
113000 4.084 525.91 4.107 526.98 4.027 522.62 4.126 541.47
114000 4.079 525.62 4.107 526.91 4.027 522.57 4.126 541.60
115000 4.084 525.63 4.112 526.87 4.027 522.53 4.126 541.38
116000 4.084 525.54 4.107 526.78 4.027 522.46 4.126 541.37
117000 4.079 525.39 4.107 526.74 4.027 522.40 4.122 541.28
118000 4.084 525.50 4.107 526.64 4.027 522.36 4.122 541.19
119000 4.084 525.42 4.103 526.67 4.022 522.28 4.126 541.13
120000 4.079 525.38 4.107 526.57 4.027 522.18 4.126 541.07
121000 4.079 525.26 4.103 526.51 4.022 522.24 4.126 541.15
122000 4.079 525.08 4.103 526.41 4.027 522.21 4.122 541.02
123000 4.079 525.03 4.107 526.34 4.022 522.13 4.122 540.94
124000 4.079 525.18 4.107 526.30 4.022 522.11 4.122 540.91
125000 4.079 525.16 4.103 526.26 4.027 522.09 4.122 540.87
126000 4.079 524.95 4.107 526.21 4.027 522.00 4.122 540.78
127000 4.079 524.98 4.103 526.15 4.022 522.02 4.122 540.74
128000 4.079 524.79 4.103 526.08 4.022 522.02 4.122 540.71
129000 4.079 524.73 4.103 526.01 4.022 521.93 4.122 540.53
130000 4.079 524.89 4.103 525.91 4.022 521.87 4.122 540.52
131000 4.079 524.84 4.103 525.87 4.022 521.84 4.122 540.46
132000 4.079 524.57 4.103 525.78 4.022 521.80 4.122 540.45
133000 4.079 524.49 4.103 525.76 4.022 521.81 4.122 540.41
134000 4.079 524.50 4.103 525.74 4.022 521.71 4.122 540.37
135000 4.079 524.43 4.103 525.70 4.022 521.67 4.117 540.33
136000 4.079 524.50 4.103 525.71 4.022 521.67 4.117 540.26
137000 4.079 524.52 4.103 525.59 4.022 521.63 4.117 540.16
138000 4.074 524.29 4.103 525.63 4.022 521.60 4.117 540.22
139000 4.074 524.33 4.103 525.54 4.022 521.56 4.122 540.06
140000 4.079 524.12 4.098 525.45 4.022 521.48 4.117 540.06
141000 4.079 524.05 4.098 525.35 4.022 521.51 4.122 540.00
142000 4.079 524.21 4.103 525.35 4.022 521.42 4.117 539.95
143000 4.074 524.18 4.103 525.34 4.022 521.34 4.117 539.87
144000 4.079 524.03 4.103 525.32 4.022 521.29 4.117 539.95
145000 4.074 523.92 4.103 525.26 4.022 521.25 4.117 539.74
146000 4.074 523.90 4.103 525.19 4.022 521.21 4.117 539.75
147000 4.074 523.80 4.098 525.09 4.022 521.23 4.117 539.71
148000 4.074 523.91 4.103 525.08 4.022 521.09 4.117 539.65
149000 4.074 523.94 4.098 525.06 4.022 521.04 4.117 539.56
150000 4.074 523.71 4.098 525.08 4.022 521.03 4.117 539.60
151000 4.074 523.61 4.103 524.89 4.022 520.98 4.117 539.51
152000 4.079 523.57 4.098 524.95 4.022 520.98 4.117 539.45
153000 4.074 523.44 4.098 524.91 4.022 520.94 4.117 539.40
154000 4.079 523.56 4.098 524.90 4.022 520.84 4.117 539.30
155000 4.074 523.58 4.098 524.76 4.022 520.80 4.112 539.29
156000 4.074 523.48 4.098 524.68 4.022 520.76 4.117 539.26
157000 4.074 523.42 4.098 524.66 4.022 520.75 4.117 539.23
158000 4.074 523.14 4.098 524.66 4.022 520.72 4.112 539.26
159000 4.074 523.17 4.098 524.49 4.018 520.66 4.117 539.23
160000 4.074 523.23 4.098 524.55 4.022 520.62 4.117 539.07
161000 4.074 523.34 4.098 524.52 4.022 520.61 4.117 538.98
162000 4.074 523.15 4.098 524.45 4.022 520.60 4.112 539.04
163000 4.070 523.04 4.098 524.37 4.022 520.58 4.112 539.01
164000 4.070 523.05 4.098 524.27 4.022 520.47 4.117 538.89
165000 4.074 522.92 4.098 524.25 4.018 520.45 4.117 538.93
166000 4.074 522.96 4.098 524.24 4.018 520.41 4.112 538.82
167000 4.070 523.21 4.098 524.23 4.022 520.40 4.112 538.66
168000 4.070 522.97 4.098 524.20 4.022 520.37 4.117 538.77
169000 4.070 522.81 4.093 524.12 4.018 520.38 4.112 538.61
170000 4.070 522.72 4.098 524.12 4.018 520.36 4.112 538.68
171000 4.070 522.71 4.093 524.01 4.022 520.29 4.112 538.61
172000 4.070 522.80 4.098 524.06 4.018 520.24 4.112 538.46
173000 4.070 522.77 4.098 523.97 4.018 520.31 4.112 538.41
174000 4.070 522.67 4.098 524.00 4.022 520.14 4.112 538.44
175000 4.070 522.53 4.098 523.91 4.018 520.21 4.112 538.44
176000 4.070 522.42 4.098 523.89 4.022 520.15 4.112 538.38
177000 4.070 522.45 4.098 523.82 4.018 520.06 4.112 538.29
178000 4.070 522.54 4.093 523.77 4.018 520.05 4.112 538.27
179000 4.070 522.60 4.098 523.79 4.018 520.06 4.107 538.07
180000 4.070 522.47 4.098 523.73 4.018 520.03 4.107 538.08
181000 4.070 522.21 4.093 523.66 4.018 520.04 4.107 538.13
182000 4.070 522.35 4.093 523.66 4.018 519.94 4.112 538.08
183000 4.070 522.16 4.093 523.60 4.018 519.94 4.112 538.02
184000 4.070 522.28 4.093 523.63 4.018 519.88 4.112 538.01
185000 4.070 522.34 4.093 523.61 4.018 519.95 4.112 537.86
186000 4.070 522.21 4.093 523.59 4.022 519.87 4.112 537.81
187000 4.070 522.12 4.093 523.46 4.018 519.89 4.112 537.78
188000 4.070 521.91 4.093 523.44 4.018 519.81 4.107 537.78
189000 4.070 521.92 4.093 523.38 4.018 519.74 4.107 537.77
190000 4.070 521.97 4.093 523.39 4.018 519.67 4.112 537.74
191000 4.070 522.09 4.093 523.38 4.018 519.73 4.107 537.63
192000 4.070 521.88 4.093 523.38 4.018 519.66 4.107 537.54
193000 4.070 521.73 4.093 523.24 4.018 519.65 4.112 537.61
194000 4.070 521.74 4.093 523.20 4.018 519.57 4.112 537.58
195000 4.070 521.67 4.093 523.14 4.018 519.61 4.107 537.53
196000 4.070 521.70 4.088 523.16 4.018 519.44 4.107 537.49
197000 4.070 521.91 4.093 523.21 4.018 519.48 4.107 537.38
198000 4.070 521.59 4.093 523.17 4.018 519.44 4.107 537.33
199000 4.070 521.52 4.093 523.03 4.013 519.36 4.107 537.45
200000 4.070 521.46 4.093 522.97 4.018 519.39 4.107 537.37
201000 4.065 521.46 4.093 522.90 4.013 519.43 4.107 537.35
202000 4.065 521.48 4.093 522.95 4.018 519.31 4.107 537.30
203000 4.070 521.67 4.093 522.99 4.018 519.27 4.107 537.14
204000 4.065 521.49 4.093 523.00 4.013 519.22 4.107 537.07
205000 4.065 521.46 4.093 522.80 4.018 519.28 4.107 537.16
206000 4.065 521.37 4.093 522.83 4.018 519.11 4.107 537.11
207000 4.065 521.24 4.093 522.72 4.018 519.14 4.107 537.10
208000 4.065 521.34 4.093 522.79 4.018 519.04 4.103 537.07
209000 4.065 521.49 4.088 522.81 4.018 519.06 4.103 536.93
210000 4.065 521.28 4.088 522.74 4.018 519.10 4.103 536.88
211000 4.065 521.17 4.088 522.63 4.018 519.12 4.107 536.88
212000 4.065 521.06 4.088 522.68 4.013 518.96 4.107 536.89
213000 4.065 521.06 4.088 522.56 4.018 518.96 4.103 536.94
214000 4.065 521.21 4.093 522.57 4.018 518.87 4.103 536.86
215000 4.065 521.19 4.088 522.58 4.018 518.92 4.103 536.67
216000 4.065 521.02 4.088 522.51 4.018 518.87 4.103 536.64
217000 4.065 521.00 4.093 522.37 4.018 518.86 4.103 536.77
218000 4.060 520.90 4.088 522.42 4.013 518.82 4.103 536.63
219000 4.065 520.87 4.088 522.33 4.018 518.81 4.103 536.67
220000 4.065 520.95 4.093 522.43 4.013 518.76 4.107 536.69
221000 4.065 521.06 4.088 522.41 4.013 518.78 4.103 536.47
222000 4.065 520.86 4.088 522.37 4.018 518.75 4.103 536.44
223000 4.065 520.69 4.088 522.18 4.013 518.70 4.103 536.47
224000 4.060 520.62 4.088 522.25 4.018 518.68 4.103 536.38
225000 4.060 520.71 4.088 522.05 4.013 518.63 4.103 536.36
226000 4.065 520.74 4.088 522.19 4.013 518.62 4.103 536.47
227000 4.065 520.91 4.088 522.19 4.013 518.65 4.103 536.24
228000 4.060 520.66 4.088 522.12 4.013 518.61 4.103 536.19
229000 4.065 520.54 4.088 522.05 4.013 518.55 4.103 536.26
230000 4.060 520.54 4.088 521.94 4.013 518.57 4.103 536.23
231000 4.065 520.48 4.084 521.97 4.013 518.56 4.103 536.13
232000 4.060 520.49 4.088 522.05 4.013 518.47 4.103 536.12
233000 4.060 520.66 4.088 522.01 4.013 518.50 4.103 535.98
234000 4.060 520.46 4.088 521.97 4.013 518.43 4.103 535.98
235000 4.065 520.33 4.088 521.89 4.018 518.54 4.098 536.00
236000 4.065 520.39 4.084 521.94 4.013 518.46 4.098 536.07
237000 4.060 520.25 4.088 521.79 4.013 518.42 4.098 535.96
238000 4.065 520.42 4.084 521.86 4.013 518.41 4.103 535.92
239000 4.060 520.44 4.084 521.82 4.013 518.43 4.103 535.80
240000 4.065 520.29 4.084 521.72 4.013 518.37 4.103 535.79
241000 4.065 520.13 4.084 521.69 4.013 518.37 4.103 535.87
242000 4.060 520.12 4.084 521.74 4.013 518.38 4.098 535.88
243000 4.060 520.05 4.088 521.62 4.013 518.27 4.103 535.83
244000 4.060 520.20 4.088 521.65 4.013 518.22 4.098 535.78
245000 4.060 520.23 4.088 521.68 4.013 518.22 4.103 535.68
246000 4.060 520.05 4.084 521.58 4.013 518.27 4.098 535.68
247000 4.060 519.95 4.084 521.59 4.013 518.22 4.103 535.66
248000 4.055 519.87 4.084 521.53 4.008 518.25 4.103 535.63
249000 4.060 519.91 4.084 521.57 4.013 518.15 4.098 535.60
250000 4.060 520.12 4.084 521.51 4.013 518.17 4.098 535.63
251000 4.060 520.08 4.088 521.59 4.008 518.19 4.098 535.51
252000 4.060 519.89 4.084 521.51 4.013 518.16 4.098 535.48
253000 4.060 519.86 4.088 521.39 4.008 518.09 4.098 535.47
254000 4.060 519.79 4.084 521.36 4.008 518.04 4.093 535.46
255000 4.055 519.81 4.084 521.24 4.013 518.04 4.093 535.39
256000 4.060 519.77 4.084 521.34 4.013 517.98 4.098 535.41
257000 4.060 519.89 4.084 521.26 4.008 518.01 4.098 535.31
258000 4.060 519.70 4.084 521.28 4.013 517.89 4.098 535.29
259000 4.060 519.66 4.084 521.16 4.013 517.94 4.093 535.23
260000 4.060 519.59 4.084 521.18 4.008 517.92 4.098 535.26
261000 4.055 519.65 4.084 521.24 4.008 517.90 4.093 535.28
262000 4.060 519.74 4.084 521.15 4.013 517.86 4.098 535.19
263000 4.060 519.74 4.084 521.12 4.008 517.90 4.093 535.16
264000 4.060 519.56 4.084 521.11 4.008 517.80 4.093 535.15
265000 4.060 519.50 4.084 521.06 4.008 517.79 4.098 535.18
266000 4.060 519.51 4.084 521.07 4.008 517.79 4.098 535.06
267000 4.055 519.51 4.084 520.93 4.008 517.70 4.093 535.00
268000 4.055 519.54 4.084 520.97 4.013 517.64 4.093 534.99
269000 4.055 519.59 4.084 520.96 4.013 517.69 4.093 534.88
270000 4.055 519.46 4.084 520.98 4.008 517.61 4.093 534.87
271000 4.055 519.33 4.084 520.86 4.013 517.67 4.093 534.81
272000 4.060 519.33 4.084 520.92 4.008 517.48 4.093 534.86
273000 4.055 519.34 4.084 520.84 4.008 517.55 4.093 534.82
274000 4.060 519.48 4.084 520.85 4.008 517.57 4.098 534.90
275000 4.055 519.46 4.084 520.84 4.008 517.56 4.093 534.67
276000 4.060 519.28 4.084 520.72 4.008 517.55 4.093 534.71
277000 4.055 519.26 4.084 520.74 4.008 517.51 4.093 534.60
278000 4.055 519.18 4.079 520.75 4.013 517.46 4.093 534.64
279000 4.055 519.21 4.084 520.67 4.008 517.37 4.093 534.56
280000 4.055 519.26 4.084 520.67 4.008 517.35 4.093 534.62
281000 4.055 519.25 4.084 520.70 4.008 517.48 4.093 534.56
282000 4.055 519.11 4.084 520.55 4.008 517.32 4.093 534.47
283000 4.055 519.06 4.084 520.61 4.008 517.38 4.093 534.53
284000 4.055 519.08 4.084 520.54 4.008 517.27 4.093 534.52
285000 4.055 519.03 4.084 520.55 4.008 517.35 4.093 534.50
286000 4.055 519.10 4.079 520.58 4.008 517.23 4.093 534.49
287000 4.055 519.13 4.079 520.51 4.008 517.29 4.093 534.33
288000 4.055 518.96 4.079 520.57 4.008 517.29 4.088 534.31
289000 4.055 518.87 4.084 520.42 4.008 517.25 4.088 534.43
290000 4.055 518.91 4.084 520.50 4.008 517.22 4.088 534.37
291000 4.055 518.82 4.084 520.39 4.008 517.16 4.093 534.32
292000 4.051 518.92 4.079 520.44 4.003 517.13 4.088 534.28
293000 4.055 518.91 4.084 520.45 4.008 517.17 4.088 534.16
294000 4.055 518.75 4.084 520.34 4.008 517.14 4.093 534.16
295000 4.051 518.70 4.079 520.30 4.008 517.07 4.088 534.21
296000 4.051 518.73 4.079 520.43 4.008 517.05 4.088 534.14
297000 4.055 518.69 4.079 520.34 4.008 517.11 4.088 534.06
298000 4.055 518.74 4.079 520.30 4.008 516.98 4.093 534.03
299000 4.055 518.71 4.079 520.35 4.008 517.02 4.088 534.03
300000 4.055 518.59 4.079 520.31 4.008 517.03 4.088 534.04
301000 4.055 518.66 4.079 520.22 4.003 517.01 4.088 533.96
302000 4.055 518.61 4.079 520.29 4.003 516.95 4.093 534.10
303000 4.055 518.58 4.079 520.20 4.008 516.99 4.093 533.92
304000 4.051 518.56 4.079 520.20 4.008 516.93 4.088 533.89
305000 4.051 518.66 4.074 520.15 4.003 516.93 4.088 533.86
306000 4.051 518.62 4.074 520.22 4.008 516.91 4.088 533.89
307000 4.051 518.51 4.079 520.22 4.008 516.93 4.088 533.85
308000 4.055 518.47 4.079 520.11 4.003 516.87 4.088 533.80
309000 4.051 518.43 4.079 520.11 4.003 516.87 4.088 533.79
310000 4.055 518.45 4.079 520.12 4.003 516.80 4.088 533.79
311000 4.055 518.42 4.074 520.05 4.003 516.88 4.093 533.64
312000 4.051 518.26 4.074 520.05 4.008 516.82 4.088 533.71
313000 4.051 518.34 4.074 520.00 4.008 516.76 4.088 533.68
314000 4.051 518.31 4.074 520.01 4.003 516.76 4.088 533.60
315000 4.051 518.30 4.079 520.00 4.008 516.77 4.088 533.57
316000 4.051 518.33 4.079 519.95 4.003 516.71 4.088 533.58
317000 4.051 518.32 4.074 519.90 4.008 516.72 4.088 533.57
318000 4.051 518.29 4.079 519.92 4.003 516.68 4.088 533.51
319000 4.051 518.12 4.074 519.97 4.003 516.75 4.088 533.49
320000 4.051 518.20 4.074 519.89 4.003 516.64 4.088 533.50
321000 4.051 518.27 4.074 519.88 4.003 516.75 4.088 533.43
322000 4.051 518.15 4.074 519.79 4.008 516.62 4.088 533.36
323000 4.051 518.16 4.074 519.80 4.003 516.63 4.088 533.37
324000 4.051 518.20 4.074 519.81 4.008 516.57 4.088 533.36
325000 4.051 518.14 4.074 519.80 4.003 516.60 4.084 533.37
326000 4.051 518.12 4.074 519.76 4.003 516.56 4.084 533.36
327000 4.051 518.06 4.079 519.75 4.003 516.54 4.084 533.32
328000 4.051 518.02 4.074 519.67 4.003 516.54 4.084 533.22
329000 4.051 518.02 4.079 519.68 4.003 516.59 4.088 533.15
330000 4.051 518.11 4.074 519.69 4.003 516.57 4.088 533.22
331000 4.051 518.00 4.074 519.66 4.003 516.49 4.084 533.13
332000 4.051 517.97 4.074 519.57 4.003 516.46 4.084 533.12
333000 4.051 517.94 4.074 519.55 4.008 516.47 4.088 533.08
334000 4.051 517.93 4.074 519.56 4.003 516.42 4.084 533.10
335000 4.051 517.99 4.074 519.40 4.003 516.43 4.084 533.01
336000 4.051 517.89 4.074 519.48 3.999 516.39 4.084 533.04
337000 4.051 517.84 4.074 519.48 4.003 516.35 4.084 532.94
338000 4.051 517.84 4.074 519.53 4.003 516.38 4.084 532.99
339000 4.051 517.86 4.074 519.46 4.003 516.37 4.084 532.85
340000 4.051 517.84 4.074 519.43 4.003 516.40 4.084 532.90
341000 4.051 517.85 4.074 519.32 4.003 516.41 4.084 532.90
342000 4.051 517.75 4.074 519.41 4.003 516.25 4.084 532.83
343000 4.051 517.79 4.074 519.35 4.003 516.37 4.084 532.80
344000 4.051 517.65 4.074 519.40 4.003 516.23 4.084 532.80
345000 4.051 517.77 4.074 519.31 4.003 516.32 4.084 532.79
346000 4.051 517.73 4.074 519.26 3.999 516.24 4.084 532.77
347000 4.051 517.71 4.074 519.29 3.999 516.26 4.084 532.71
348000 4.051 517.67 4.074 519.34 4.003 516.19 4.084 532.72
349000 4.046 517.70 4.070 519.24 3.999 516.19 4.084 532.64
350000 4.051 517.61 4.070 519.29 4.003 516.17 4.084 532.71
351000 4.051 517.64 4.074 519.22 4.003 516.20 4.084 532.65
352000 4.051 517.76 4.074 519.26 4.003 516.12 4.084 532.64
353000 4.051 517.61 4.074 519.17 3.999 516.13 4.079 532.59
354000 4.051 517.58 4.074 519.24 3.999 516.10 4.079 532.59
355000 4.046 517.53 4.074 519.14 3.999 516.11 4.079 532.56
356000 4.046 517.45 4.074 519.18 4.003 516.13 4.084 532.57
357000 4.046 517.50 4.070 519.06 4.003 516.11 4.084 532.52
358000 4.051 517.55 4.074 519.08 4.003 516.04 4.079 532.54
359000 4.051 517.45 4.070 519.09 3.999 516.09 4.084 532.48
360000 4.046 517.35 4.070 519.05 4.003 515.98 4.084 532.43
361000 4.046 517.39 4.070 519.05 4.003 516.05 4.084 532.41
362000 4.046 517.37 4.074 519.07 4.003 515.98 4.084 532.48
363000 4.051 517.34 4.074 518.95 4.003 516.00 4.079 532.38
364000 4.051 517.36 4.070 519.01 3.999 515.87 4.084 532.33
365000 4.046 517.34 4.074 518.98 4.003 515.92 4.084 532.34
366000 4.046 517.35 4.070 518.99 4.003 516.00 4.079 532.34
367000 4.046 517.41 4.070 519.00 3.999 515.94 4.079 532.27
368000 4.046 517.19 4.070 518.87 3.999 515.87 4.079 532.35
369000 4.046 517.25 4.074 518.89 3.999 515.95 4.079 532.27
370000 4.046 517.39 4.070 518.89 3.999 515.85 4.084 532.23
371000 4.041 517.26 4.070 518.88 3.999 515.79 4.079 532.19
372000 4.051 517.17 4.070 518.85 4.003 515.77 4.079 532.20
373000 4.046 517.17 4.074 518.80 3.999 515.76 4.079 532.23
374000 4.046 517.04 4.070 518.79 3.999 515.72 4.079 532.22
375000 4.046 517.08 4.070 518.76 3.999 515.72 4.079 532.21
376000 4.046 517.19 4.070 518.71 3.999 515.70 4.079 532.09
377000 4.046 517.18 4.070 518.75 3.999 515.79 4.079 531.99
378000 4.046 517.08 4.070 518.80 3.999 515.68 4.084 532.00
379000 4.046 517.11 4.070 518.78 3.999 515.75 4.079 531.98
380000 4.046 517.01 4.070 518.72 3.999 515.69 4.079 532.02
381000 4.046 517.05 4.070 518.62 3.999 515.68 4.079 532.04
382000 4.046 517.12 4.070 518.67 3.999 515.63 4.079 531.97
383000 4.046 516.98 4.070 518.66 3.999 515.59 4.074 531.97
384000 4.046 516.99 4.070 518.63 3.999 515.62 4.079 531.95
385000 4.046 517.01 4.070 518.62 3.999 515.64 4.079 531.85
386000 4.046 516.91 4.070 518.57 3.999 515.61 4.079 531.87
387000 4.046 516.97 4.070 518.57 3.999 515.59 4.079 531.89
388000 4.041 516.98 4.070 518.57 3.999 515.54 4.079 531.85
389000 4.041 516.99 4.065 518.54 3.999 515.51 4.079 531.67
390000 4.046 516.73 4.070 518.57 3.999 515.52 4.079 531.79
391000 4.046 516.87 4.070 518.57 3.999 515.51 4.074 531.68
392000 4.041 516.79 4.070 518.50 3.999 515.47 4.079 531.68
393000 4.046 516.90 4.070 518.46 3.999 515.48 4.079 531.73
394000 4.046 516.84 4.070 518.50 3.999 515.49 4.074 531.65
