0.31 0.071 Battery Metter V0.1
t v1 a1 v2 a2 v3 a3 v4 a4
1000 4.122 -0.59 4.084 -1.42 4.159 0.01 4.155 0.22
2000 4.122 -0.65 4.084 -1.49 4.159 -0.01 4.155 0.19
3000 4.122 -0.58 4.079 -1.54 4.164 0.03 4.155 0.19
4000 4.122 -0.61 4.084 -1.48 4.159 0.02 4.155 0.19
5000 4.122 -0.56 4.084 -1.52 4.164 0.01 4.155 0.22
6000 4.126 -0.63 4.084 -1.42 4.164 -0.00 4.155 0.23
7000 4.122 -0.63 4.079 -1.50 4.164 -0.04 4.155 0.22
8000 4.122 -0.62 4.084 -1.47 4.159 0.00 4.155 0.17
9000 4.122 -0.59 4.084 -1.45 4.159 0.03 4.155 0.18
10000 4.126 -0.70 4.084 -1.46 4.159 0.00 4.155 0.19
11000 4.126 -0.67 4.079 -1.47 4.159 0.04 4.155 0.18
12000 4.122 -0.67 4.084 -1.45 4.159 -0.07 4.155 0.18
13000 4.122 -0.62 4.084 -1.49 4.159 -0.07 4.155 0.21
14000 4.126 -0.62 4.084 -1.46 4.164 -0.03 4.155 0.15
15000 4.126 -0.60 4.079 -1.46 4.159 -0.08 4.150 0.17
16000 4.126 -0.66 4.079 -1.47 4.164 -0.05 4.155 0.14
17000 4.122 -0.61 4.079 -1.47 4.164 -0.04 4.155 0.16
18000 4.122 -0.58 4.084 -1.43 4.159 -0.03 4.155 0.17
19000 4.126 -0.66 4.084 -1.47 4.159 -0.00 4.155 0.22
20000 4.126 -0.66 4.079 -1.51 4.159 -0.02 4.155 0.18
21000 4.126 -0.65 4.084 -1.52 4.159 0.01 4.155 0.19
22000 4.126 -0.68 4.084 -1.47 4.159 -0.00 4.155 0.16
23000 4.122 -0.63 4.084 -1.46 4.159 -0.00 4.155 0.17
24000 4.122 -0.66 4.084 -1.49 4.159 -0.03 4.155 0.15
25000 4.122 -0.61 4.079 -1.50 4.164 -0.03 4.155 0.20
26000 4.131 -0.67 4.084 -1.49 4.159 0.00 4.155 0.16
27000 4.122 -0.70 4.079 -1.49 4.159 -0.08 4.155 0.16
28000 4.126 -0.67 4.079 -1.49 4.159 -0.06 4.150 0.15
29000 4.126 -0.66 4.084 -1.42 4.159 -0.04 4.155 0.16
30000 4.122 -0.61 4.084 -1.52 4.159 -0.07 4.150 0.17
31000 4.126 -0.70 4.084 -1.48 4.159 -0.03 4.155 0.18
32000 4.126 -0.66 4.079 -1.54 4.164 -0.10 4.155 0.19
33000 4.122 -0.65 4.079 -1.53 4.159 -0.08 4.150 0.15
34000 4.126 -0.67 4.084 -1.53 4.159 -0.02 4.150 0.18
35000 4.122 -0.69 4.084 -1.51 4.159 -0.03 4.155 0.17
36000 4.131 -0.67 4.084 -1.53 4.159 -0.02 4.155 0.21
37000 4.122 -0.60 4.079 -1.57 4.159 -0.02 4.155 0.13
38000 4.126 -0.69 4.084 -1.43 4.159 0.00 4.155 0.16
39000 4.126 -0.71 4.084 -1.56 4.164 -0.01 4.155 0.14
40000 4.126 -0.60 4.084 -1.53 4.159 0.01 4.155 0.20
41000 4.126 -0.71 4.084 -1.49 4.159 0.00 4.155 0.16
42000 4.126 -0.61 4.084 -1.49 4.159 -0.03 4.155 0.25
43000 4.122 -0.68 4.084 -1.45 4.159 -0.00 4.155 0.15
44000 4.126 -0.69 4.079 -1.53 4.164 -0.06 4.155 0.14
45000 4.126 -0.65 4.084 -1.55 4.159 -0.01 4.159 0.09
46000 4.122 -0.60 4.084 -1.46 4.159 -0.04 4.155 0.22
47000 4.122 -0.64 4.084 -1.54 4.159 -0.05 4.155 0.17
48000 4.126 -0.58 4.079 -1.50 4.164 0.02 4.155 0.11
49000 4.122 -0.66 4.079 -1.56 4.159 -0.03 4.155 0.10
50000 4.126 -0.63 4.084 -1.52 4.159 -0.04 4.150 0.20
51000 4.122 -0.63 4.084 -1.53 4.159 -0.01 4.155 0.16
52000 4.126 -0.75 4.084 -1.48 4.159 -0.04 4.155 0.23
53000 4.126 -0.69 4.084 -1.49 4.159 0.01 4.155 0.23
54000 4.122 -0.61 4.079 -1.46 4.159 -0.02 4.155 0.21
55000 4.122 -0.68 4.084 -1.47 4.159 0.03 4.155 0.19
56000 4.122 -0.72 4.084 -1.48 4.159 0.03 4.155 0.17
57000 4.126 -0.65 4.079 -1.55 4.159 -0.01 4.155 0.14
58000 4.122 -0.67 4.084 -1.55 4.159 0.01 4.155 0.12
59000 4.122 -0.67 4.084 -1.57 4.159 -0.00 4.155 0.21
60000 4.122 -0.76 4.079 -1.46 4.164 0.02 4.155 0.16
61000 4.122 -0.67 4.084 -1.49 4.159 -0.02 4.150 0.23
62000 4.122 -0.72 4.084 -1.51 4.164 -0.01 4.155 0.19
63000 4.126 -0.69 4.079 -1.48 4.159 -0.01 4.155 0.15
64000 4.126 -0.61 4.079 -1.46 4.169 -0.04 4.155 0.17
65000 4.122 -0.63 4.084 -1.53 4.159 0.00 4.155 0.19
66000 4.126 -0.69 4.084 -1.45 4.159 -0.01 4.155 0.18
67000 4.126 -0.63 4.079 -1.57 4.159 0.04 4.155 0.19
68000 4.126 -0.68 4.084 -1.49 4.159 -0.05 4.155 0.18
69000 4.126 -0.63 4.079 -1.50 4.164 -0.07 4.150 0.16
70000 4.122 -0.61 4.084 -1.50 4.164 -0.00 4.155 0.18
71000 4.122 -0.69 4.084 -1.54 4.159 -0.06 4.155 0.13
72000 4.126 -0.72 4.084 -1.51 4.164 -0.09 4.155 0.23
73000 4.122 -0.64 4.084 -1.58 4.169 -0.03 4.155 0.18
74000 4.122 -0.69 4.088 -1.56 4.164 -0.09 4.159 0.20
75000 4.131 -0.72 4.079 -1.52 4.169 -0.03 4.155 0.16
76000 4.131 -0.62 4.088 -1.50 4.164 -0.05 4.155 0.14
77000 4.122 -0.66 4.084 -1.53 4.169 -0.02 4.159 0.21
78000 4.131 -0.63 4.088 -1.54 4.159 -0.02 4.150 0.23
79000 4.122 -0.64 4.079 -1.51 4.159 -0.06 4.155 0.20
80000 4.126 -0.70 4.084 -1.54 4.169 -0.08 4.159 0.18
81000 4.126 -0.64 4.084 -1.49 4.164 -0.07 4.155 0.14
82000 4.122 -0.65 4.084 -1.47 4.159 -0.05 4.155 0.14
83000 4.126 -0.70 4.084 -1.58 4.159 -0.05 4.155 0.16
84000 4.122 -0.66 4.084 -1.55 4.159 -0.09 4.150 0.15
85000 4.122 -0.64 4.079 -1.53 4.164 -0.01 4.155 0.15
86000 4.122 -0.65 4.084 -1.61 4.164 -0.05 4.155 0.15
87000 4.122 -0.63 4.084 -1.54 4.159 -0.05 4.155 0.17
88000 4.122 -0.67 4.084 -1.48 4.159 -0.06 4.155 0.13
89000 4.126 -0.69 4.084 -1.55 4.164 -0.02 4.155 0.19
90000 4.126 -0.72 4.084 -1.56 4.164 -0.06 4.155 0.17
91000 4.122 -0.68 4.084 -1.48 4.164 -0.08 4.150 0.14
92000 4.126 -0.71 4.084 -1.48 4.159 -0.06 4.155 0.07
93000 4.126 -0.68 4.084 -1.51 4.159 -0.02 4.155 0.16
94000 4.126 -0.72 4.084 -1.48 4.159 -0.07 4.155 0.15
95000 4.126 -0.68 4.079 -1.53 4.159 -0.06 4.155 0.19
96000 4.122 -0.62 4.084 -1.51 4.159 -0.03 4.150 0.15
97000 4.122 -0.66 4.079 -1.48 4.159 -0.11 4.150 0.18
98000 4.122 -0.63 4.084 -1.50 4.164 -0.06 4.155 0.14
99000 4.122 -0.53 4.084 -1.58 4.159 0.00 4.155 0.13
100000 4.126 -0.67 4.084 -1.57 4.164 -0.08 4.155 0.14
101000 4.126 -0.68 4.079 -1.52 4.159 -0.03 4.155 0.10
102000 4.126 -0.62 4.084 -1.51 4.159 -0.15 4.150 0.19
103000 4.126 -0.68 4.084 -1.48 4.159 -0.09 4.155 0.06
104000 4.126 -0.68 4.084 -1.52 4.159 -0.09 4.150 0.13
105000 4.126 -0.68 4.084 -1.52 4.164 -0.03 4.155 0.15
106000 4.126 -0.64 4.084 -1.50 4.164 -0.06 4.155 0.12
107000 4.126 -0.73 4.079 -1.51 4.159 -0.03 4.150 0.10
108000 4.126 -0.60 4.084 -1.61 4.164 -0.11 4.150 0.17
109000 4.126 -0.66 4.084 -1.56 4.159 -0.06 4.155 0.11
110000 4.126 -0.67 4.084 -1.53 4.159 -0.15 4.155 0.13
111000 4.126 -0.68 4.079 -1.49 4.159 -0.11 4.150 0.10
112000 4.126 -0.72 4.084 -1.51 4.164 -0.03 4.150 0.21
113000 4.126 -0.63 4.079 -1.64 4.159 -0.06 4.155 0.15
114000 4.126 -0.71 4.084 -1.50 4.164 -0.05 4.155 0.10
115000 4.122 -0.71 4.084 -1.50 4.164 -0.10 4.155 0.16
116000 4.126 -0.64 4.084 -1.55 4.164 -0.12 4.150 0.18
117000 4.126 -0.65 4.084 -1.53 4.159 -0.11 4.150 0.16
118000 4.126 -0.70 4.084 -1.55 4.159 -0.05 4.155 0.15
119000 4.126 -0.63 4.084 -1.62 4.164 -0.06 4.150 0.18
120000 4.126 -0.64 4.079 -1.50 4.164 -0.06 4.155 0.14
121000 4.126 -0.70 4.084 -1.56 4.159 -0.17 4.150 0.18
122000 4.126 -0.77 4.084 -1.59 4.159 0.01 4.155 0.16
123000 4.126 -0.67 4.084 -1.54 4.159 -0.11 4.155 0.20
124000 4.126 -0.70 4.079 -1.53 4.159 -0.04 4.150 0.17
125000 4.126 -0.71 4.084 -1.56 4.164 -0.14 4.150 0.15
126000 4.126 -0.68 4.079 -1.49 4.159 -0.05 4.155 0.14
127000 4.126 -0.73 4.079 -1.51 4.159 -0.08 4.150 0.16
128000 4.126 -0.76 4.084 -1.61 4.164 -0.01 4.150 0.12
129000 4.126 -0.68 4.084 -1.56 4.164 -0.03 4.155 0.19
130000 4.126 -0.65 4.079 -1.58 4.159 -0.13 4.150 0.17
131000 4.126 -0.79 4.084 -1.51 4.164 -0.04 4.155 0.16
132000 4.126 -0.75 4.079 -1.49 4.159 -0.08 4.155 0.11
133000 4.126 -0.67 4.084 -1.56 4.159 -0.03 4.155 0.11
134000 4.126 -0.68 4.084 -1.49 4.159 -0.05 4.155 0.20
135000 4.126 -0.71 4.084 -1.56 4.164 -0.06 4.155 0.19
136000 4.126 -0.73 4.084 -1.50 4.164 -0.06 4.155 0.17
137000 4.126 -0.69 4.079 -1.59 4.159 -0.12 4.150 0.18
138000 4.126 -0.67 4.079 -1.55 4.159 -0.09 4.155 0.19
139000 4.126 -0.62 4.084 -1.58 4.159 -0.05 4.155 0.18
140000 4.126 -0.66 4.084 -1.50 4.164 -0.04 4.155 0.09
141000 4.126 -0.71 4.079 -1.58 4.159 -0.06 4.155 0.20
142000 4.126 -0.70 4.079 -1.58 4.159 -0.14 4.150 0.16
143000 4.126 -0.67 4.084 -1.50 4.164 -0.13 4.150 0.09
144000 4.126 -0.70 4.084 -1.49 4.159 -0.10 4.155 0.16
145000 4.126 -0.62 4.084 -1.50 4.164 -0.08 4.150 0.16
146000 4.126 -0.69 4.079 -1.56 4.164 -0.07 4.155 0.19
147000 4.126 -0.63 4.084 -1.57 4.159 -0.09 4.155 0.22
148000 4.126 -0.67 4.084 -1.57 4.159 0.02 4.155 0.11
149000 4.126 -0.60 4.079 -1.50 4.164 -0.01 4.155 0.15
150000 4.126 -0.71 4.079 -1.60 4.159 -0.08 4.155 0.23
151000 4.126 -0.67 4.084 -1.59 4.159 -0.06 4.155 0.13
152000 4.126 -0.74 4.084 -1.50 4.164 -0.09 4.155 0.17
153000 4.126 -0.65 4.079 -1.64 4.159 -0.04 4.155 0.12
154000 4.126 -0.71 4.084 -1.60 4.164 -0.01 4.150 0.18
155000 4.126 -0.67 4.084 -1.54 4.159 -0.07 4.155 0.14
156000 4.126 -0.71 4.084 -1.51 4.159 -0.02 4.155 0.16
157000 4.126 -0.73 4.079 -1.50 4.164 -0.03 4.155 0.14
158000 4.126 -0.67 4.079 -1.54 4.159 -0.03 4.155 0.11
159000 4.126 -0.66 4.079 -1.59 4.159 -0.09 4.155 0.19
160000 4.126 -0.63 4.084 -1.58 4.159 -0.17 4.150 0.19
161000 4.126 -0.67 4.084 -1.55 4.159 -0.08 4.150 0.18
162000 4.126 -0.68 4.084 -1.54 4.164 -0.09 4.150 0.18
163000 4.126 -0.69 4.084 -1.54 4.164 -0.09 4.150 0.10
164000 4.126 -0.65 4.084 -1.56 4.159 -0.11 4.150 0.17
165000 4.122 -0.71 4.084 -1.54 4.159 -0.05 4.150 0.08
166000 4.126 -0.70 4.084 -1.54 4.159 0.04 4.155 0.15
167000 4.126 -0.62 4.084 -1.54 4.164 -0.12 4.150 0.08
168000 4.126 -0.67 4.084 -1.50 4.164 -0.08 4.150 0.18
169000 4.126 -0.65 4.084 -1.61 4.164 -0.08 4.150 0.11
170000 4.126 -0.71 4.084 -1.58 4.159 -0.09 4.150 0.12
171000 4.126 -0.71 4.084 -1.50 4.164 -0.12 4.150 0.14
172000 4.126 -0.65 4.084 -1.50 4.164 -0.06 4.155 0.17
173000 4.126 -0.68 4.084 -1.58 4.159 -0.11 4.150 0.11
174000 4.126 -0.74 4.084 -1.48 4.159 -0.07 4.155 0.14
175000 4.126 -0.73 4.084 -1.51 4.159 -0.08 4.150 0.08
176000 4.126 -0.68 4.084 -1.55 4.159 -0.11 4.150 0.11
177000 4.126 -0.66 4.079 -1.56 4.159 -0.05 4.155 0.19
178000 4.126 -0.73 4.079 -1.53 4.159 -0.07 4.155 0.18
179000 4.126 -0.66 4.084 -1.61 4.164 -0.12 4.150 0.18
180000 4.126 -0.71 4.079 -1.55 4.159 -0.07 4.150 0.14
181000 4.126 -0.71 4.084 -1.57 4.164 -0.05 4.150 0.19
182000 4.126 -0.77 4.079 -1.55 4.164 -0.07 4.155 0.17
183000 4.126 -0.71 4.084 -1.61 4.159 -0.06 4.155 0.08
184000 4.126 -0.76 4.084 -1.55 4.159 -0.06 4.155 0.09
185000 4.126 -0.73 4.079 -1.46 4.159 -0.06 4.155 0.12
186000 4.126 -0.69 4.084 -1.56 4.159 -0.11 4.155 0.16
187000 4.126 -0.66 4.084 -1.56 4.159 -0.04 4.155 0.13
188000 4.126 -0.72 4.084 -1.65 4.159 -0.11 4.150 0.14
189000 4.126 -0.76 4.079 -1.57 4.159 -0.08 4.155 0.14
190000 4.126 -0.73 4.084 -1.53 4.164 -0.11 4.150 0.14
191000 4.126 -0.66 4.084 -1.57 4.164 -0.03 4.155 0.14
192000 4.126 -0.77 4.084 -1.58 4.159 -0.05 4.155 0.13
193000 4.126 -0.74 4.084 -1.53 4.164 -0.08 4.150 0.11
194000 4.126 -0.79 4.084 -1.57 4.159 -0.06 4.155 0.13
195000 4.126 -0.75 4.084 -1.59 4.159 -0.07 4.155 0.07
196000 4.126 -0.71 4.084 -1.58 4.159 -0.08 4.150 0.14
197000 4.126 -0.70 4.084 -1.61 4.159 -0.11 4.150 0.15
198000 4.126 -0.72 4.079 -1.61 4.164 -0.07 4.150 0.10
199000 4.126 -0.69 4.084 -1.64 4.164 -0.07 4.155 0.13
200000 4.126 -0.67 4.084 -1.58 4.159 -0.10 4.155 0.21
201000 4.126 -0.68 4.084 -1.55 4.159 -0.05 4.150 0.21
202000 4.126 -0.72 4.079 -1.63 4.159 0.08 4.155 0.15
203000 4.126 -0.78 4.084 -1.55 4.159 -0.05 4.150 0.21
204000 4.126 -0.69 4.084 -1.60 4.164 0.08 4.155 0.17
205000 4.126 -0.79 4.084 -1.56 4.159 0.00 4.155 0.27
206000 4.126 -0.76 4.079 -1.59 4.159 0.14 4.150 0.33
207000 4.126 -1.02 4.084 -1.70 4.159 0.20 4.155 0.27
208000 4.126 -0.51 4.084 -1.67 4.159 -0.00 4.155 0.15
209000 4.126 -0.16 4.079 -1.48 4.159 -0.01 4.155 0.01
210000 4.065 530.17 4.036 522.92 4.103 536.61 4.088 542.00
211000 4.060 529.51 4.036 522.32 4.103 536.08 4.088 541.32
212000 4.065 529.13 4.032 522.01 4.103 535.63 4.088 540.95
213000 4.065 528.69 4.032 521.64 4.103 535.41 4.088 540.72
214000 4.060 528.47 4.032 521.47 4.098 535.20 4.088 540.51
215000 4.065 528.28 4.032 521.24 4.098 535.03 4.088 540.31
216000 4.060 527.82 4.032 521.00 4.103 534.73 4.088 540.17
217000 4.060 527.80 4.027 520.84 4.098 534.64 4.088 539.90
218000 4.060 527.54 4.027 520.67 4.098 534.40 4.084 539.79
219000 4.060 527.40 4.027 520.50 4.098 534.22 4.084 539.61
220000 4.060 527.26 4.027 520.39 4.098 533.99 4.084 539.44
221000 4.060 527.18 4.027 520.27 4.098 534.01 4.084 539.27
222000 4.060 526.95 4.027 520.16 4.093 533.87 4.084 539.22
223000 4.060 526.75 4.027 519.96 4.093 533.76 4.084 539.04
224000 4.060 526.61 4.036 519.88 4.098 533.65 4.084 538.95
225000 4.060 526.55 4.036 519.78 4.093 533.58 4.084 538.82
226000 4.065 526.45 4.027 519.75 4.107 533.46 4.079 538.65
227000 4.055 526.33 4.027 519.58 4.098 533.44 4.084 538.55
228000 4.055 526.11 4.022 519.46 4.098 533.32 4.079 538.60
229000 4.055 526.13 4.022 519.42 4.093 533.31 4.079 538.35
230000 4.055 526.02 4.022 519.26 4.093 533.08 4.079 538.23
231000 4.065 525.81 4.022 519.23 4.093 533.02 4.079 538.16
232000 4.055 525.81 4.032 519.18 4.093 532.97 4.084 538.10
233000 4.055 525.79 4.027 519.06 4.093 532.86 4.079 537.94
234000 4.060 525.55 4.022 518.91 4.093 532.77 4.084 537.89
235000 4.055 525.39 4.022 518.85 4.093 532.69 4.079 537.85
236000 4.055 525.35 4.022 518.80 4.088 532.51 4.079 537.74
237000 4.055 525.31 4.022 518.66 4.093 532.52 4.079 537.67
238000 4.055 525.26 4.022 518.66 4.093 532.43 4.084 537.53
239000 4.055 525.17 4.022 518.62 4.093 532.33 4.074 537.41
240000 4.051 525.06 4.022 518.60 4.088 532.29 4.074 537.40
241000 4.051 524.90 4.022 518.42 4.093 532.25 4.074 537.31
242000 4.051 524.72 4.022 518.39 4.093 532.13 4.074 537.27
243000 4.051 524.72 4.022 518.33 4.093 532.09 4.074 537.18
244000 4.051 524.71 4.022 518.33 4.093 531.98 4.074 537.10
245000 4.051 524.74 4.022 518.20 4.093 531.94 4.074 537.01
246000 4.051 524.59 4.022 518.03 4.088 531.96 4.074 537.02
247000 4.051 524.40 4.022 517.92 4.088 531.91 4.074 536.87
248000 4.051 524.36 4.022 517.89 4.088 531.77 4.074 536.79
249000 4.051 524.34 4.022 517.84 4.088 531.75 4.074 536.71
250000 4.051 524.34 4.018 517.85 4.088 531.69 4.074 536.62
251000 4.051 524.35 4.022 517.75 4.093 531.66 4.074 536.54
252000 4.051 524.09 4.018 517.65 4.093 531.49 4.074 536.60
253000 4.051 524.02 4.018 517.54 4.088 531.50 4.074 536.42
254000 4.051 523.93 4.018 517.53 4.088 531.45 4.074 536.43
255000 4.051 523.94 4.018 517.40 4.088 531.38 4.074 536.30
256000 4.051 523.86 4.018 517.38 4.088 531.31 4.074 536.19
257000 4.051 523.81 4.018 517.39 4.093 531.25 4.070 536.10
258000 4.051 523.72 4.018 517.25 4.088 531.10 4.070 536.09
259000 4.046 523.56 4.018 517.15 4.088 531.08 4.074 536.07
260000 4.046 523.44 4.018 517.09 4.088 530.98 4.074 535.98
261000 4.046 523.45 4.018 516.98 4.093 530.93 4.070 535.86
262000 4.051 523.35 4.018 517.04 4.088 530.83 4.074 535.76
263000 4.051 523.38 4.018 517.02 4.088 530.80 4.065 535.72
264000 4.046 523.36 4.018 516.98 4.088 530.70 4.070 535.71
265000 4.046 523.13 4.018 516.89 4.088 530.75 4.070 535.70
266000 4.046 523.10 4.013 516.88 4.088 530.68 4.070 535.66
267000 4.046 523.08 4.018 516.73 4.088 530.65 4.070 535.57
268000 4.046 523.12 4.018 516.73 4.088 530.56 4.070 535.46
269000 4.046 523.06 4.018 516.64 4.084 530.52 4.070 535.42
270000 4.046 522.89 4.018 516.68 4.084 530.46 4.070 535.32
271000 4.046 522.74 4.018 516.57 4.088 530.48 4.070 535.28
272000 4.046 522.72 4.018 516.57 4.084 530.39 4.070 535.21
273000 4.046 522.67 4.018 516.45 4.084 530.33 4.070 535.19
274000 4.046 522.68 4.013 516.51 4.084 530.34 4.070 535.14
275000 4.046 522.71 4.018 516.41 4.084 530.31 4.070 534.96
276000 4.046 522.46 4.018 516.37 4.084 530.19 4.070 535.02
277000 4.041 522.45 4.018 516.25 4.084 530.21 4.070 534.96
278000 4.046 522.43 4.018 516.29 4.084 530.14 4.070 534.80
279000 4.046 522.32 4.018 516.18 4.084 530.13 4.065 534.78
280000 4.046 522.35 4.018 516.13 4.084 530.05 4.065 534.74
281000 4.046 522.36 4.013 516.13 4.084 530.08 4.065 534.64
282000 4.046 522.20 4.013 516.07 4.084 530.00 4.065 534.53
283000 4.046 522.12 4.013 515.95 4.084 529.95 4.065 534.52
284000 4.041 522.07 4.013 515.93 4.084 529.88 4.065 534.42
285000 4.046 522.02 4.013 515.84 4.084 529.84 4.065 534.38
286000 4.041 521.94 4.018 515.85 4.084 529.73 4.065 534.35
287000 4.041 521.88 4.013 515.81 4.084 529.76 4.065 534.29
288000 4.041 521.84 4.018 515.81 4.084 529.69 4.065 534.24
289000 4.041 521.88 4.013 515.77 4.084 529.64 4.065 534.14
290000 4.041 521.75 4.018 515.66 4.084 529.59 4.065 534.12
291000 4.041 521.56 4.013 515.60 4.084 529.58 4.065 534.04
292000 4.041 521.55 4.013 515.62 4.084 529.56 4.065 534.04
293000 4.041 521.60 4.013 515.54 4.084 529.46 4.065 533.98
294000 4.041 521.50 4.013 515.50 4.084 529.42 4.065 533.95
295000 4.041 521.52 4.013 515.45 4.084 529.34 4.065 533.87
296000 4.041 521.34 4.013 515.41 4.084 529.35 4.065 533.82
297000 4.041 521.35 4.013 515.36 4.084 529.32 4.065 533.76
298000 4.041 521.20 4.013 515.32 4.084 529.30 4.060 533.76
299000 4.041 521.32 4.013 515.26 4.084 529.24 4.065 533.68
300000 4.041 521.25 4.008 515.24 4.084 529.15 4.065 533.61
301000 4.036 521.16 4.008 515.23 4.084 529.18 4.060 533.53
302000 4.041 521.10 4.013 515.17 4.079 529.07 4.060 533.64
303000 4.041 521.06 4.013 515.09 4.084 529.14 4.065 533.48
304000 4.041 521.08 4.013 515.06 4.084 529.03 4.060 533.52
305000 4.041 521.06 4.013 515.04 4.079 528.94 4.060 533.39
306000 4.041 521.07 4.013 515.10 4.084 528.89 4.060 533.30
307000 4.041 520.98 4.013 514.97 4.084 528.94 4.060 533.28
308000 4.041 520.88 4.008 515.02 4.084 528.81 4.060 533.22
309000 4.041 520.77 4.013 514.88 4.084 528.85 4.060 533.21
310000 4.041 520.85 4.013 514.92 4.079 528.80 4.060 533.27
311000 4.041 520.84 4.013 514.83 4.079 528.78 4.060 533.15
312000 4.041 520.64 4.013 514.80 4.084 528.61 4.060 533.03
313000 4.041 520.70 4.013 514.78 4.084 528.75 4.060 533.02
314000 4.041 520.70 4.013 514.71 4.079 528.63 4.060 533.07
315000 4.036 520.52 4.008 514.81 4.084 528.62 4.060 532.92
316000 4.036 520.54 4.008 514.71 4.084 528.61 4.060 532.98
317000 4.036 520.53 4.008 514.69 4.079 528.56 4.060 532.84
318000 4.041 520.46 4.008 514.61 4.079 528.57 4.060 532.79
319000 4.036 520.36 4.008 514.57 4.079 528.58 4.060 532.70
320000 4.041 520.30 4.008 514.53 4.084 528.48 4.060 532.77
321000 4.036 520.35 4.008 514.44 4.084 528.40 4.055 532.68
322000 4.036 520.23 4.008 514.46 4.079 528.43 4.055 532.69
323000 4.036 520.36 4.008 514.43 4.079 528.32 4.060 532.59
324000 4.036 520.12 4.008 514.40 4.079 528.32 4.060 532.61
325000 4.036 520.23 4.008 514.35 4.079 528.32 4.060 532.50
326000 4.036 520.04 4.008 514.29 4.079 528.19 4.060 532.44
327000 4.036 520.00 4.008 514.25 4.079 528.19 4.060 532.40
328000 4.036 520.02 4.008 514.21 4.079 528.14 4.055 532.40
329000 4.036 520.09 4.008 514.18 4.074 528.11 4.060 532.35
330000 4.036 519.97 4.008 514.15 4.079 528.06 4.055 532.32
331000 4.032 519.98 4.008 514.14 4.079 528.12 4.060 532.36
332000 4.036 519.71 4.008 514.05 4.079 528.01 4.055 532.32
333000 4.036 519.82 4.008 514.03 4.079 528.03 4.055 532.21
334000 4.036 519.86 4.008 514.00 4.079 527.90 4.055 532.19
335000 4.036 519.89 4.008 513.96 4.079 527.92 4.055 532.15
336000 4.036 519.70 4.008 513.98 4.079 527.89 4.055 532.06
337000 4.036 519.65 4.008 513.92 4.074 527.80 4.055 532.14
338000 4.036 519.61 4.008 513.83 4.079 527.75 4.060 532.11
339000 4.036 519.59 4.008 513.84 4.079 527.71 4.055 532.03
340000 4.032 519.58 4.008 513.89 4.079 527.61 4.055 532.04
341000 4.036 519.57 4.008 513.79 4.079 527.63 4.055 531.93
342000 4.032 519.52 4.003 513.73 4.079 527.55 4.055 531.85
343000 4.032 519.41 4.008 513.83 4.074 527.57 4.055 531.86
344000 4.032 519.41 4.008 513.73 4.079 527.54 4.055 531.87
345000 4.036 519.40 4.008 513.67 4.074 527.43 4.055 531.72
346000 4.032 519.44 4.003 513.70 4.079 527.44 4.051 531.78
347000 4.036 519.49 4.008 513.68 4.079 527.36 4.055 531.68
348000 4.036 519.25 4.003 513.55 4.079 527.34 4.055 531.65
349000 4.032 519.09 4.003 513.51 4.074 527.37 4.055 531.55
350000 4.032 519.08 4.003 513.43 4.074 527.28 4.055 531.59
351000 4.032 519.10 4.008 513.42 4.074 527.25 4.051 531.49
352000 4.032 519.20 4.008 513.52 4.074 527.22 4.055 531.60
353000 4.032 519.24 4.003 513.48 4.074 527.20 4.051 531.43
354000 4.032 519.14 4.003 513.53 4.074 527.13 4.055 531.38
355000 4.032 518.99 4.003 513.46 4.074 527.22 4.051 531.35
356000 4.032 518.97 4.008 513.39 4.074 527.14 4.051 531.35
357000 4.036 518.96 4.008 513.31 4.074 527.11 4.055 531.22
358000 4.032 518.92 4.003 513.40 4.074 527.06 4.051 531.35
359000 4.032 519.06 4.003 513.33 4.074 527.07 4.055 531.16
360000 4.032 518.93 4.003 513.36 4.074 527.07 4.051 531.19
361000 4.032 518.64 4.008 513.20 4.074 527.04 4.051 531.18
362000 4.032 518.77 4.008 513.18 4.074 526.99 4.055 531.11
363000 4.032 518.63 4.008 513.16 4.074 526.96 4.055 531.00
364000 4.032 518.65 4.008 513.21 4.074 526.89 4.051 531.06
365000 4.032 518.73 4.008 513.16 4.074 526.95 4.055 530.99
366000 4.036 518.53 4.003 513.20 4.079 526.89 4.055 530.92
367000 4.036 518.48 4.008 513.11 4.074 526.92 4.055 530.96
368000 4.036 518.37 4.018 513.03 4.088 526.85 4.051 530.92
369000 4.032 518.50 4.008 512.99 4.084 526.88 4.055 530.92
370000 4.032 518.58 4.013 513.09 4.074 526.85 4.051 530.87
371000 4.046 518.61 4.003 512.93 4.079 526.75 4.051 530.79
372000 4.032 518.32 4.008 513.01 4.084 526.82 4.055 530.80
373000 4.032 518.38 4.003 512.95 4.079 526.76 4.055 530.75
374000 4.032 518.35 4.003 512.87 4.074 526.75 4.051 530.75
375000 4.032 518.32 4.003 512.82 4.074 526.72 4.051 530.65
376000 4.032 518.28 4.003 512.93 4.070 526.66 4.051 530.66
377000 4.032 518.34 4.003 512.89 4.074 526.66 4.051 530.66
378000 4.032 518.22 4.003 512.86 4.074 526.57 4.055 530.61
379000 4.032 518.14 4.003 512.75 4.074 526.65 4.055 530.57
380000 4.027 518.08 4.003 512.73 4.074 526.49 4.051 530.59
381000 4.032 518.15 4.003 512.75 4.074 526.55 4.051 530.52
