-0.36 0.076 Battery Metter V0.1
t v1 a1 v2 a2 v3 a3 v4 a4
1000 4.098 -0.73 4.188 -1.37 4.126 0.01 4.093 0.25
2000 4.093 -0.82 4.188 -1.52 4.126 -0.02 4.093 0.21
3000 4.098 -0.84 4.188 -1.42 4.131 -0.05 4.093 0.19
4000 4.093 -0.74 4.188 -1.45 4.126 -0.03 4.093 0.20
5000 4.093 -0.83 4.188 -1.33 4.126 -0.04 4.093 0.21
6000 4.098 -0.82 4.188 -1.48 4.126 -0.05 4.093 0.20
7000 4.093 -0.82 4.188 -1.50 4.131 -0.02 4.093 0.18
8000 4.093 -0.81 4.188 -1.43 4.126 -0.09 4.093 0.27
9000 4.093 -0.78 4.188 -1.47 4.131 -0.01 4.093 0.21
10000 4.098 -0.78 4.183 -1.42 4.131 -0.00 4.093 0.29
11000 4.093 -0.71 4.188 -1.46 4.126 0.08 4.093 0.34
12000 4.093 -0.77 4.188 -1.50 4.131 0.09 4.093 0.31
13000 4.093 -0.81 4.188 -1.60 4.131 0.07 4.093 0.43
14000 4.093 -0.92 4.188 -1.83 4.131 0.35 4.093 0.46
15000 4.093 -0.52 4.188 -1.50 4.131 0.24 4.093 0.12
16000 4.098 -0.22 4.188 -1.37 4.126 0.12 4.088 0.12
17000 4.041 527.23 4.136 536.63 4.060 531.61 4.036 535.68
18000 4.041 526.61 4.140 536.07 4.060 530.95 4.036 535.19
19000 4.041 526.23 4.136 535.74 4.060 530.55 4.036 534.69
20000 4.036 526.02 4.136 535.46 4.055 530.30 4.036 534.50
21000 4.036 525.79 4.136 535.12 4.055 530.13 4.032 534.10
22000 4.036 525.45 4.136 534.91 4.055 529.94 4.032 533.92
23000 4.036 525.13 4.131 534.60 4.055 529.75 4.036 533.82
24000 4.036 524.90 4.131 534.45 4.055 529.52 4.032 533.68
25000 4.036 524.73 4.136 534.32 4.055 529.36 4.032 533.44
26000 4.036 524.61 4.131 534.12 4.055 529.22 4.032 533.35
27000 4.032 524.58 4.131 533.96 4.055 529.07 4.032 533.16
28000 4.036 524.50 4.131 533.84 4.051 528.96 4.032 533.08
29000 4.036 524.24 4.131 533.78 4.055 528.86 4.032 532.84
30000 4.032 524.05 4.131 533.59 4.055 528.71 4.032 532.79
31000 4.036 523.92 4.131 533.52 4.055 528.63 4.032 532.71
32000 4.036 523.92 4.131 533.35 4.055 528.52 4.032 532.60
33000 4.036 523.88 4.131 533.23 4.051 528.43 4.032 532.50
34000 4.036 523.73 4.131 533.17 4.051 528.29 4.032 532.40
35000 4.032 523.32 4.131 533.03 4.051 528.21 4.032 532.30
36000 4.032 523.33 4.126 532.86 4.051 528.12 4.032 532.28
37000 4.032 523.28 4.122 532.74 4.051 528.03 4.027 532.24
38000 4.032 523.17 4.126 532.61 4.051 527.80 4.027 532.04
39000 4.032 523.16 4.126 532.55 4.051 527.77 4.032 532.04
40000 4.032 523.10 4.126 532.48 4.051 527.62 4.027 531.94
41000 4.032 522.82 4.126 532.33 4.051 527.61 4.027 531.85
42000 4.032 522.73 4.131 532.28 4.051 527.40 4.027 531.80
43000 4.032 522.64 4.126 532.13 4.046 527.35 4.027 531.64
44000 4.032 522.68 4.126 532.12 4.051 527.25 4.027 531.65
45000 4.027 522.63 4.122 532.01 4.046 527.22 4.032 531.51
46000 4.032 522.60 4.126 531.94 4.046 527.08 4.027 531.44
47000 4.032 522.38 4.122 531.80 4.046 527.10 4.032 531.38
48000 4.027 522.35 4.126 531.76 4.046 526.96 4.027 531.29
49000 4.032 522.28 4.122 531.64 4.046 526.95 4.027 531.19
50000 4.027 522.13 4.122 531.59 4.046 526.92 4.027 531.17
51000 4.032 522.26 4.122 531.51 4.046 526.86 4.027 531.06
52000 4.027 522.08 4.122 531.41 4.046 526.73 4.027 530.99
53000 4.027 521.88 4.122 531.38 4.046 526.76 4.027 530.92
54000 4.027 521.84 4.122 531.24 4.046 526.66 4.027 530.93
55000 4.027 521.85 4.122 531.18 4.046 526.63 4.027 530.86
56000 4.027 521.71 4.122 531.14 4.046 526.49 4.027 530.75
57000 4.027 521.78 4.122 531.05 4.046 526.42 4.027 530.64
58000 4.027 521.79 4.122 530.93 4.046 526.28 4.027 530.63
59000 4.027 521.58 4.122 530.82 4.046 526.34 4.027 530.62
60000 4.027 521.43 4.122 530.80 4.041 526.21 4.022 530.60
61000 4.027 521.50 4.122 530.65 4.046 526.17 4.027 530.49
62000 4.027 521.40 4.122 530.67 4.046 526.02 4.022 530.39
63000 4.027 521.28 4.122 530.59 4.041 526.01 4.022 530.34
64000 4.027 521.39 4.122 530.59 4.041 525.95 4.027 530.34
65000 4.027 521.27 4.122 530.55 4.046 525.92 4.022 530.24
66000 4.027 521.05 4.117 530.47 4.041 525.81 4.022 530.25
67000 4.027 521.06 4.117 530.44 4.041 525.78 4.022 530.14
68000 4.027 521.02 4.122 530.31 4.041 525.73 4.022 530.15
69000 4.027 521.05 4.117 530.26 4.046 525.67 4.022 529.92
70000 4.027 521.08 4.117 530.28 4.041 525.54 4.022 530.01
71000 4.027 520.86 4.117 530.25 4.041 525.54 4.022 529.92
72000 4.027 520.74 4.117 530.09 4.041 525.45 4.022 529.85
73000 4.022 520.80 4.117 530.05 4.041 525.41 4.022 529.80
74000 4.027 520.62 4.117 530.00 4.046 525.37 4.022 529.75
75000 4.027 520.71 4.117 529.89 4.041 525.32 4.022 529.61
76000 4.022 520.64 4.117 529.86 4.041 525.27 4.022 529.66
77000 4.027 520.46 4.117 529.71 4.041 525.25 4.022 529.60
78000 4.027 520.40 4.117 529.67 4.041 525.19 4.022 529.56
79000 4.022 520.24 4.117 529.61 4.041 525.17 4.027 529.52
80000 4.018 520.30 4.122 529.60 4.041 525.05 4.018 529.46
81000 4.027 520.20 4.117 529.48 4.036 525.06 4.018 529.32
82000 4.022 520.31 4.117 529.48 4.055 525.01 4.018 529.33
83000 4.022 520.19 4.112 529.42 4.036 525.00 4.018 529.22
84000 4.027 520.01 4.131 529.34 4.036 524.87 4.022 529.21
85000 4.022 520.05 4.117 529.23 4.055 524.88 4.022 529.13
86000 4.022 519.97 4.112 529.29 4.041 524.78 4.022 529.12
87000 4.022 520.03 4.117 529.22 4.036 524.74 4.018 529.17
88000 4.022 519.89 4.112 529.13 4.041 524.63 4.018 529.06
89000 4.022 519.87 4.117 529.08 4.036 524.61 4.022 528.94
90000 4.022 519.77 4.117 528.98 4.036 524.51 4.018 528.95
91000 4.022 519.74 4.117 529.06 4.036 524.49 4.022 528.93
92000 4.022 519.55 4.112 528.93 4.036 524.44 4.018 528.86
93000 4.022 519.67 4.112 528.79 4.036 524.43 4.018 528.87
94000 4.022 519.64 4.112 528.80 4.036 524.29 4.018 528.76
95000 4.018 519.69 4.112 528.81 4.036 524.22 4.018 528.73
96000 4.022 519.65 4.112 528.80 4.036 524.15 4.018 528.68
97000 4.022 519.47 4.112 528.68 4.041 524.16 4.022 528.57
98000 4.022 519.43 4.112 528.66 4.036 524.07 4.018 528.57
99000 4.022 519.42 4.112 528.63 4.036 524.06 4.018 528.61
100000 4.022 519.46 4.112 528.55 4.036 523.97 4.018 528.53
101000 4.027 519.36 4.112 528.42 4.036 523.99 4.018 528.46
102000 4.022 519.20 4.112 528.49 4.041 523.89 4.018 528.34
103000 4.022 519.17 4.112 528.39 4.036 523.90 4.018 528.42
104000 4.022 519.15 4.112 528.35 4.036 523.81 4.018 528.39
105000 4.022 519.23 4.112 528.33 4.036 523.82 4.022 528.28
106000 4.022 519.15 4.112 528.16 4.036 523.71 4.018 528.25
107000 4.022 519.03 4.112 528.19 4.036 523.71 4.018 528.06
108000 4.018 518.92 4.112 528.23 4.036 523.64 4.018 528.18
109000 4.022 518.91 4.112 528.10 4.032 523.68 4.018 528.06
110000 4.022 518.79 4.112 528.11 4.036 523.60 4.018 528.08
111000 4.018 518.91 4.112 527.93 4.036 523.58 4.018 528.06
112000 4.022 518.93 4.112 527.97 4.036 523.54 4.018 527.94
113000 4.022 518.80 4.107 527.85 4.036 523.51 4.018 527.90
114000 4.022 518.67 4.112 527.87 4.036 523.41 4.013 527.91
115000 4.022 518.57 4.112 527.89 4.036 523.44 4.018 527.84
116000 4.022 518.59 4.112 527.69 4.036 523.39 4.013 527.85
117000 4.018 518.55 4.112 527.69 4.032 523.33 4.018 527.78
118000 4.022 518.51 4.112 527.61 4.036 523.27 4.018 527.71
119000 4.022 518.50 4.107 527.57 4.036 523.26 4.018 527.67
120000 4.022 518.46 4.112 527.59 4.032 523.28 4.013 527.62
121000 4.018 518.28 4.112 527.50 4.032 523.26 4.013 527.65
122000 4.018 518.31 4.112 527.38 4.032 523.18 4.013 527.64
123000 4.018 518.28 4.112 527.41 4.036 523.16 4.013 527.54
124000 4.018 518.32 4.107 527.47 4.036 523.06 4.018 527.57
125000 4.018 518.30 4.107 527.29 4.032 523.03 4.013 527.45
126000 4.018 518.17 4.107 527.31 4.032 522.99 4.018 527.47
127000 4.022 518.13 4.107 527.21 4.032 522.92 4.013 527.37
128000 4.018 517.96 4.107 527.20 4.032 522.92 4.018 527.41
129000 4.022 518.12 4.107 527.21 4.032 522.91 4.018 527.44
130000 4.018 518.21 4.107 527.13 4.032 522.82 4.018 527.31
131000 4.018 518.05 4.107 527.05 4.032 522.84 4.013 527.21
132000 4.018 517.91 4.112 527.03 4.032 522.69 4.013 527.15
133000 4.018 517.93 4.107 526.99 4.032 522.72 4.013 527.19
134000 4.018 517.84 4.107 526.94 4.032 522.61 4.013 527.19
135000 4.018 517.92 4.107 526.95 4.032 522.60 4.013 527.16
136000 4.018 517.96 4.112 526.92 4.032 522.62 4.013 527.08
137000 4.018 517.94 4.107 526.84 4.032 522.60 4.013 527.12
138000 4.018 517.77 4.107 526.85 4.032 522.53 4.018 527.02
139000 4.018 517.73 4.103 526.80 4.032 522.47 4.013 526.96
140000 4.018 517.62 4.107 526.75 4.032 522.43 4.013 527.00
141000 4.013 517.74 4.103 526.65 4.032 522.43 4.013 526.97
142000 4.018 517.71 4.103 526.76 4.036 522.28 4.013 526.88
143000 4.018 517.63 4.107 526.68 4.032 522.40 4.008 526.80
144000 4.018 517.60 4.107 526.57 4.032 522.29 4.013 526.90
145000 4.013 517.46 4.103 526.55 4.027 522.30 4.013 526.84
146000 4.018 517.40 4.107 526.55 4.032 522.21 4.013 526.86
147000 4.013 517.50 4.103 526.46 4.027 522.25 4.013 526.78
148000 4.013 517.44 4.103 526.39 4.032 522.14 4.013 526.73
149000 4.013 517.47 4.107 526.41 4.032 522.11 4.013 526.58
150000 4.013 517.29 4.103 526.33 4.027 522.11 4.013 526.68
151000 4.013 517.30 4.103 526.28 4.027 522.06 4.013 526.63
152000 4.013 517.13 4.103 526.33 4.027 521.98 4.013 526.62
153000 4.018 517.26 4.103 526.15 4.032 522.03 4.013 526.56
154000 4.013 517.32 4.103 526.18 4.027 521.98 4.013 526.51
155000 4.013 517.12 4.103 526.21 4.032 522.01 4.008 526.42
156000 4.013 516.98 4.098 526.02 4.027 521.96 4.013 526.47
157000 4.013 517.02 4.103 526.06 4.032 521.96 4.013 526.47
158000 4.013 517.02 4.103 526.07 4.027 521.87 4.008 526.41
159000 4.013 517.15 4.103 525.94 4.027 521.90 4.013 526.39
160000 4.013 517.13 4.098 525.94 4.027 521.89 4.013 526.33
161000 4.013 517.05 4.103 526.01 4.027 521.81 4.013 526.20
162000 4.013 516.96 4.103 525.85 4.032 521.79 4.013 526.34
163000 4.013 516.86 4.098 525.87 4.027 521.78 4.013 526.26
164000 4.013 516.69 4.103 525.87 4.027 521.76 4.013 526.22
165000 4.013 516.86 4.098 525.77 4.027 521.70 4.013 526.21
166000 4.013 516.90 4.098 525.75 4.027 521.66 4.013 526.18
167000 4.013 516.83 4.103 525.78 4.027 521.70 4.013 526.10
168000 4.013 516.54 4.103 525.68 4.027 521.62 4.013 526.21
169000 4.013 516.57 4.098 525.69 4.027 521.68 4.008 526.15
170000 4.013 516.60 4.098 525.65 4.027 521.55 4.013 526.11
171000 4.013 516.71 4.098 525.67 4.027 521.52 4.008 526.03
172000 4.013 516.77 4.103 525.67 4.027 521.49 4.008 525.94
173000 4.013 516.63 4.103 525.59 4.027 521.51 4.013 525.91
174000 4.013 516.43 4.098 525.57 4.027 521.38 4.008 525.98
175000 4.013 516.46 4.098 525.49 4.027 521.43 4.013 526.03
176000 4.013 516.40 4.103 525.49 4.027 521.40 4.008 525.99
177000 4.013 516.50 4.098 525.44 4.027 521.39 4.008 525.85
178000 4.013 516.58 4.098 525.47 4.027 521.36 4.008 525.82
179000 4.013 516.43 4.098 525.41 4.027 521.31 4.008 525.75
180000 4.013 516.27 4.098 525.43 4.027 521.28 4.008 525.81
181000 4.013 516.31 4.103 525.40 4.027 521.35 4.008 525.82
182000 4.013 516.25 4.098 525.32 4.027 521.09 4.008 525.81
183000 4.013 516.24 4.098 525.28 4.022 521.26 4.013 525.76
184000 4.013 516.43 4.098 525.30 4.027 521.06 4.013 525.73
185000 4.013 516.19 4.098 525.28 4.027 521.17 4.008 525.59
186000 4.013 516.13 4.098 525.25 4.027 521.10 4.008 525.65
187000 4.013 516.18 4.098 525.24 4.027 521.08 4.008 525.62
188000 4.013 516.07 4.098 525.17 4.027 521.03 4.003 525.69
189000 4.013 516.21 4.098 525.19 4.027 521.06 4.008 525.56
190000 4.013 516.27 4.112 525.12 4.027 520.87 4.022 525.55
191000 4.013 516.15 4.098 525.13 4.022 521.00 4.008 525.50
192000 4.013 516.01 4.098 525.10 4.027 520.97 4.008 525.55
193000 4.008 515.95 4.098 525.10 4.027 520.96 4.008 525.57
194000 4.008 515.96 4.098 525.03 4.022 520.85 4.008 525.46
195000 4.013 516.04 4.098 524.96 4.027 520.88 4.008 525.51
196000 4.013 516.12 4.098 525.12 4.027 520.73 4.008 525.38
197000 4.013 516.02 4.098 525.01 4.027 520.77 4.008 525.36
198000 4.008 515.81 4.098 524.82 4.022 520.71 4.008 525.44
199000 4.013 515.84 4.098 524.84 4.027 520.69 4.008 525.36
200000 4.013 515.71 4.098 524.84 4.022 520.65 4.008 525.34
201000 4.013 515.77 4.098 524.74 4.022 520.61 4.008 525.31
202000 4.008 516.01 4.098 524.83 4.022 520.56 4.008 525.21
203000 4.013 515.88 4.098 524.85 4.022 520.59 4.008 525.16
204000 4.008 515.68 4.098 524.71 4.027 520.56 4.008 525.30
205000 4.008 515.67 4.098 524.72 4.027 520.60 4.008 525.15
206000 4.013 515.68 4.098 524.72 4.022 520.49 4.003 525.18
207000 4.013 515.73 4.098 524.65 4.022 520.52 4.008 525.22
208000 4.008 515.75 4.098 524.70 4.022 520.45 4.008 525.02
209000 4.008 515.56 4.098 524.63 4.022 520.47 4.008 524.98
210000 4.008 515.37 4.093 524.59 4.022 520.42 4.008 525.12
211000 4.008 515.52 4.093 524.48 4.022 520.48 4.008 525.04
212000 4.013 515.52 4.093 524.51 4.022 520.38 4.008 525.06
213000 4.008 515.56 4.098 524.50 4.022 520.42 4.003 524.98
214000 4.008 515.67 4.098 524.60 4.022 520.36 4.008 524.95
215000 4.008 515.52 4.098 524.47 4.022 520.39 4.008 524.86
216000 4.013 515.33 4.093 524.38 4.022 520.31 4.008 524.95
217000 4.008 515.49 4.093 524.37 4.022 520.32 4.003 524.92
218000 4.008 515.28 4.093 524.27 4.022 520.28 4.008 524.91
219000 4.008 515.35 4.093 524.28 4.022 520.28 4.003 524.83
220000 4.008 515.42 4.093 524.35 4.022 520.25 4.003 524.75
221000 4.008 515.35 4.093 524.25 4.022 520.23 4.008 524.72
222000 4.008 515.32 4.093 524.34 4.027 520.20 4.003 524.84
223000 4.008 515.19 4.093 524.13 4.022 520.21 4.003 524.74
224000 4.008 515.18 4.093 524.23 4.022 520.15 4.003 524.70
225000 4.008 515.20 4.093 524.03 4.022 520.08 4.003 524.71
226000 4.008 515.31 4.093 524.07 4.022 520.08 4.003 524.62
227000 4.008 515.29 4.093 524.15 4.022 520.11 4.003 524.47
228000 4.018 515.17 4.103 524.05 4.027 520.03 4.008 524.52
229000 4.008 515.08 4.093 524.00 4.022 520.07 4.003 524.56
230000 4.008 515.02 4.093 524.05 4.022 519.99 4.003 524.56
231000 4.008 515.25 4.093 523.98 4.018 519.97 4.008 524.53
232000 4.008 515.17 4.093 524.00 4.018 519.95 4.003 524.47
233000 4.008 515.15 4.093 524.03 4.022 519.92 4.003 524.40
234000 4.008 515.01 4.088 524.00 4.018 519.90 4.003 524.41
235000 4.008 514.98 4.088 523.93 4.018 519.87 4.003 524.33
236000 4.008 514.88 4.093 523.97 4.018 519.86 4.003 524.36
237000 4.003 514.93 4.093 523.91 4.018 519.83 4.003 524.30
238000 4.008 514.98 4.088 523.85 4.018 519.84 4.003 524.28
239000 4.008 514.99 4.088 523.85 4.022 519.82 4.003 524.28
240000 4.008 514.87 4.093 523.89 4.022 519.83 4.003 524.24
241000 4.003 514.81 4.093 523.80 4.018 519.82 4.003 524.28
242000 4.003 514.83 4.093 523.85 4.018 519.72 4.003 524.21
243000 4.008 514.86 4.093 523.83 4.018 519.69 4.003 524.13
244000 4.008 514.85 4.093 523.73 4.022 519.68 4.003 524.14
245000 4.008 514.74 4.088 523.76 4.022 519.70 4.003 524.09
246000 4.003 514.72 4.093 523.65 4.018 519.62 4.003 524.12
247000 4.008 514.66 4.088 523.67 4.018 519.71 4.003 524.17
248000 4.008 514.58 4.088 523.62 4.022 519.63 4.003 524.17
249000 4.003 514.72 4.088 523.66 4.022 519.59 4.003 524.17
250000 4.008 514.79 4.088 523.70 4.022 519.53 4.003 524.12
251000 4.003 514.69 4.093 523.59 4.018 519.55 4.003 523.98
252000 4.008 514.60 4.088 523.63 4.018 519.53 3.999 524.02
253000 4.003 514.61 4.088 523.54 4.018 519.50 4.003 524.01
254000 4.003 514.55 4.088 523.54 4.018 519.46 4.003 524.04
255000 4.003 514.69 4.088 523.55 4.018 519.45 4.003 524.02
256000 4.003 514.62 4.088 523.52 4.018 519.33 4.003 524.00
257000 4.003 514.50 4.088 523.55 4.018 519.43 4.003 523.85
258000 4.003 514.39 4.088 523.48 4.018 519.44 4.003 523.97
259000 4.003 514.50 4.088 523.47 4.018 519.39 4.003 523.94
260000 4.003 514.38 4.088 523.39 4.018 519.28 4.003 523.94
261000 4.003 514.56 4.088 523.41 4.018 519.43 3.999 523.92
262000 4.003 514.51 4.088 523.52 4.018 519.32 4.003 523.87
263000 4.003 514.44 4.088 523.34 4.018 519.32 4.003 523.79
264000 4.003 514.39 4.088 523.47 4.018 519.26 3.999 523.79
265000 4.003 514.37 4.088 523.33 4.018 519.27 4.003 523.80
266000 4.003 514.37 4.088 523.32 4.018 519.13 4.003 523.77
267000 4.003 514.46 4.084 523.28 4.018 519.15 4.003 523.72
268000 4.003 514.54 4.088 523.28 4.018 519.16 4.003 523.72
269000 4.003 514.41 4.084 523.24 4.018 519.16 3.999 523.68
270000 4.003 514.34 4.088 523.26 4.018 519.10 3.999 523.69
271000 4.003 514.43 4.088 523.27 4.018 519.15 3.999 523.72
272000 4.003 514.26 4.084 523.19 4.018 519.11 3.999 523.69
273000 4.003 514.31 4.088 523.17 4.018 519.07 3.999 523.68
274000 4.013 514.35 4.103 523.13 4.036 519.01 3.999 523.68
275000 4.003 514.26 4.084 523.14 4.018 519.01 3.999 523.55
276000 4.003 514.27 4.088 523.21 4.018 518.99 4.003 523.65
277000 4.003 514.23 4.084 523.14 4.018 519.02 3.999 523.55
278000 4.003 514.27 4.084 523.08 4.013 518.96 3.999 523.62
279000 4.003 514.24 4.084 523.10 4.013 518.94 4.003 523.68
280000 4.003 514.24 4.084 522.97 4.018 519.01 3.999 523.53
281000 3.999 514.16 4.084 522.98 4.022 518.98 3.999 523.49
282000 4.003 514.03 4.084 523.10 4.013 518.90 3.999 523.50
283000 4.003 514.02 4.088 523.00 4.018 518.98 3.999 523.54
284000 4.003 514.09 4.084 523.12 4.018 518.92 4.003 523.57
285000 4.003 514.12 4.084 523.00 4.018 518.92 4.003 523.46
286000 4.003 514.12 4.088 523.06 4.013 518.83 3.999 523.59
287000 4.003 513.96 4.084 522.95 4.018 518.84 3.999 523.43
288000 4.003 513.97 4.084 522.96 4.018 518.85 3.999 523.42
289000 4.003 513.94 4.084 522.84 4.018 518.78 3.999 523.45
290000 4.003 513.93 4.084 522.80 4.013 518.77 3.999 523.45
291000 4.003 514.12 4.084 522.87 4.018 518.77 3.999 523.46
292000 4.003 514.03 4.084 522.91 4.018 518.77 4.003 523.34
293000 4.003 513.97 4.084 522.83 4.018 518.76 4.008 523.28
294000 4.003 513.87 4.084 522.83 4.018 518.74 4.003 523.35
295000 4.003 513.83 4.084 522.75 4.018 518.73 3.999 523.34
296000 4.003 513.73 4.084 522.78 4.018 518.68 3.999 523.29
297000 4.003 514.01 4.084 522.73 4.018 518.73 3.999 523.27
298000 4.003 513.99 4.084 522.78 4.018 518.67 3.999 523.23
299000 3.999 513.97 4.084 522.71 4.022 518.70 3.999 523.19
300000 3.999 513.85 4.084 522.74 4.013 518.62 3.999 523.19
301000 4.003 513.82 4.084 522.67 4.018 518.65 3.999 523.13
302000 3.999 513.66 4.084 522.66 4.018 518.63 3.999 523.17
303000 4.003 513.86 4.084 522.66 4.018 518.63 3.999 523.09
304000 4.003 513.79 4.084 522.68 4.018 518.63 3.999 523.12
305000 4.003 513.84 4.084 522.60 4.013 518.58 3.999 523.06
306000 4.003 513.68 4.084 522.64 4.018 518.60 3.999 523.08
307000 3.999 513.65 4.084 522.59 4.013 518.61 3.999 523.01
308000 3.999 513.64 4.084 522.59 4.013 518.55 3.999 523.14
309000 3.999 513.82 4.084 522.54 4.013 518.56 3.999 523.01
310000 4.003 513.76 4.084 522.53 4.018 518.52 3.999 523.08
311000 3.999 513.66 4.084 522.54 4.013 518.54 3.999 522.93
312000 3.999 513.67 4.084 522.52 4.018 518.51 3.999 522.99
313000 4.003 513.66 4.084 522.52 4.018 518.47 3.999 523.00
314000 4.003 513.61 4.084 522.55 4.013 518.48 3.999 522.90
315000 3.999 513.70 4.084 522.48 4.013 518.46 3.999 522.95
316000 4.003 513.78 4.084 522.52 4.018 518.47 3.999 522.97
317000 3.999 513.57 4.084 522.36 4.013 518.47 3.999 522.90
318000 4.003 513.58 4.084 522.42 4.018 518.42 3.999 522.87
319000 4.003 513.47 4.079 522.36 4.013 518.37 3.999 522.81
320000 3.999 513.51 4.084 522.39 4.013 518.38 3.999 522.85
321000 3.999 513.63 4.084 522.33 4.018 518.35 3.994 522.77
322000 3.999 513.59 4.084 522.43 4.013 518.35 3.999 522.82
323000 3.999 513.44 4.079 522.31 4.018 518.33 3.999 522.76
324000 3.999 513.48 4.084 522.31 4.013 518.34 3.999 522.84
325000 3.999 513.42 4.084 522.27 4.013 518.35 3.994 522.78
326000 3.999 513.33 4.079 522.29 4.013 518.36 3.994 522.75
327000 3.999 513.45 4.084 522.22 4.013 518.33 3.994 522.76
328000 3.999 513.52 4.079 522.30 4.013 518.20 3.994 522.68
329000 3.999 513.47 4.084 522.18 4.013 518.33 3.994 522.72
330000 3.999 513.37 4.084 522.15 4.013 518.27 3.999 522.70
331000 3.999 513.38 4.079 522.20 4.013 518.27 3.994 522.68
332000 3.999 513.22 4.084 522.13 4.013 518.21 3.994 522.57
333000 3.999 513.47 4.084 522.13 4.018 518.24 3.994 522.64
334000 3.999 513.47 4.079 522.20 4.013 518.16 3.994 522.67
335000 3.999 513.28 4.079 522.08 4.013 518.23 3.994 522.55
336000 3.999 513.29 4.084 522.11 4.013 518.11 3.994 522.55
337000 3.999 513.19 4.079 522.10 4.013 518.22 3.994 522.50
338000 3.999 513.21 4.084 522.07 4.013 518.13 3.994 522.65
339000 3.999 513.25 4.079 522.08 4.013 518.14 3.999 522.55
340000 3.999 513.33 4.079 522.07 4.013 518.05 3.994 522.57
341000 3.999 513.30 4.079 521.99 4.013 518.13 3.994 522.48
342000 3.999 513.16 4.079 522.06 4.013 518.13 3.994 522.47
343000 3.999 513.23 4.079 522.02 4.013 518.09 3.994 522.45
344000 3.999 513.26 4.074 522.04 4.013 518.03 3.994 522.47
345000 3.999 513.34 4.079 521.98 4.008 518.03 3.994 522.49
346000 3.999 513.28 4.074 522.03 4.013 517.99 3.994 522.47
347000 3.999 513.11 4.079 521.90 4.013 517.97 3.994 522.35
348000 3.999 513.14 4.074 521.96 4.013 518.02 3.994 522.49
349000 3.999 513.11 4.079 521.96 4.013 517.96 3.994 522.43
350000 3.999 513.09 4.079 521.89 4.013 517.89 3.994 522.38
351000 3.999 513.13 4.079 521.92 4.013 517.89 3.994 522.35
352000 3.999 513.16 4.079 521.82 4.013 517.96 3.994 522.43
353000 3.994 513.14 4.074 521.87 4.013 517.88 3.994 522.32
354000 3.999 513.08 4.079 521.86 4.008 517.94 3.994 522.37
355000 3.994 513.04 4.079 521.85 4.008 517.88 3.994 522.31
356000 3.994 513.00 4.079 521.79 4.013 517.88 3.994 522.27
357000 3.999 513.14 4.074 521.81 4.008 517.82 3.994 522.33
358000 3.999 513.10 4.079 521.74 4.008 517.81 3.994 522.33
359000 3.999 513.06 4.079 521.74 4.008 517.85 3.994 522.12
360000 3.999 513.03 4.074 521.71 4.013 517.75 3.994 522.17
361000 3.994 512.98 4.079 521.66 4.013 517.74 3.994 522.26
362000 3.994 512.94 4.074 521.71 4.013 517.80 3.994 522.24
363000 3.994 513.06 4.074 521.71 4.008 517.72 3.994 522.20
364000 3.994 513.10 4.074 521.66 4.008 517.71 3.994 522.23
365000 3.994 512.98 4.079 521.68 4.013 517.73 3.994 522.08
366000 3.999 512.92 4.074 521.63 4.013 517.73 3.994 522.13
367000 3.999 512.87 4.074 521.60 4.008 517.70 3.989 522.22
368000 3.994 512.87 4.074 521.53 4.008 517.70 3.994 522.24
369000 3.994 512.94 4.074 521.60 4.008 517.68 3.994 522.14
370000 3.994 512.92 4.074 521.63 4.008 517.56 3.994 522.16
371000 3.994 512.88 4.074 521.52 4.008 517.57 3.994 522.11
372000 3.994 512.84 4.074 521.52 4.008 517.63 3.994 522.09
373000 3.999 512.90 4.074 521.53 4.008 517.56 3.994 522.10
374000 3.994 512.81 4.074 521.57 4.008 517.55 3.994 522.02
375000 3.994 512.95 4.074 521.47 4.008 517.56 3.994 522.10
376000 3.994 512.91 4.074 521.50 4.008 517.57 3.994 522.09
377000 3.994 512.76 4.074 521.46 4.013 517.56 3.994 522.02
378000 3.994 512.72 4.074 521.42 4.008 517.51 3.994 522.05
379000 3.994 512.85 4.074 521.46 4.008 517.53 3.989 522.08
380000 3.994 512.66 4.074 521.42 4.008 517.48 3.989 521.99
381000 3.994 512.86 4.074 521.44 4.008 517.43 3.989 521.99
382000 3.994 512.78 4.070 521.42 4.008 517.45 3.994 522.03
383000 3.994 512.67 4.074 521.30 4.008 517.42 3.994 521.95
384000 3.994 512.71 4.074 521.40 4.008 517.38 3.989 521.87
385000 3.994 512.76 4.074 521.41 4.008 517.42 3.994 521.89
386000 3.994 512.66 4.074 521.35 4.008 517.35 3.989 521.94
387000 3.994 512.76 4.074 521.33 4.008 517.41 3.989 521.88
388000 3.994 512.76 4.074 521.30 4.008 517.35 3.989 521.95
389000 3.994 512.60 4.074 521.30 4.008 517.35 3.989 521.79
390000 3.994 512.63 4.074 521.25 4.008 517.32 3.989 521.90
391000 3.994 512.69 4.074 521.27 4.008 517.33 3.994 521.89
392000 3.994 512.67 4.074 521.26 4.008 517.23 3.989 521.90
393000 3.994 512.76 4.070 521.31 4.008 517.40 3.989 521.88
394000 3.994 512.63 4.074 521.20 4.008 517.21 3.994 521.86
395000 3.994 512.57 4.074 521.13 4.008 517.32 3.989 521.74
396000 3.994 512.60 4.070 521.14 4.008 517.20 3.989 521.78
397000 3.994 512.67 4.070 521.16 4.008 517.25 3.989 521.86
